sample_id,target_class,class_label,image_path,rssi_dbm,snr_db,carrier_freq_ghz,bandwidth_mhz,doppler_shift_khz,phase_variance_rad,path_loss_db,spectral_kurtosis,papr_db,edge_density,aspect_ratio,spatial_entropy,color_moment_r_mean,color_moment_g_mean,color_moment_b_mean,color_moment_r_std,color_moment_g_std,color_moment_b_std,texture_contrast,texture_homogeneity,texture_energy
159,Ground_Vehicle,1,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0159_ground_vehicle.png,-49.53,26.47,0.911,20.0,1.492,0.4052,68.42,3.511,7.17,0.5762,1.634,5.593,162.84,142.35,119.15,27.26,37.29,37.52,0.6628,0.5498,0.3905
160,Ground_Vehicle,1,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0160_ground_vehicle.png,-60.55,24.17,1.79,10.0,1.371,0.3007,81.08,3.158,8.03,0.5437,2.326,5.41,123.96,115.69,139.71,33.13,35.22,35.83,0.7109,0.6357,0.3613
161,Ground_Vehicle,1,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0161_ground_vehicle.png,-45.44,18.8,1.79,10.0,0.62,0.2488,72.13,4.143,6.87,0.5384,1.814,5.228,109.46,145.5,118.24,29.23,27.56,23.03,0.498,0.5004,0.5177
162,Ground_Vehicle,1,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0162_ground_vehicle.png,-57.16,21.68,2.116,10.0,0.967,0.4267,71.02,2.363,8.14,0.5217,1.77,4.809,130.7,129.92,138.12,35.4,32.59,36.98,0.6429,0.4208,0.466
163,Ground_Vehicle,1,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0163_ground_vehicle.png,-52.89,26.28,2.109,10.0,1.877,0.1854,69.58,3.741,6.73,0.7181,1.545,5.377,152.87,167.26,125.15,37.46,38.85,32.98,0.6111,0.5805,0.2934
164,Ground_Vehicle,1,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0164_ground_vehicle.png,-49.91,21.48,0.905,10.0,1.713,0.2446,78.64,3.66,5.84,0.4915,2.186,5.246,127.93,137.19,139.69,33.53,28.75,33.63,0.7288,0.6299,0.392
165,Ground_Vehicle,1,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0165_ground_vehicle.png,-46.38,21.81,1.776,10.0,0.596,0.3113,73.46,5.618,7.6,0.6202,1.569,4.749,138.51,141.75,122.63,35.7,43.94,35.48,0.5173,0.5422,0.3798
166,Ground_Vehicle,1,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0166_ground_vehicle.png,-56.33,19.43,0.895,10.0,1.146,0.2594,77.16,3.707,5.55,0.6539,2.455,5.02,131.13,108.21,146.22,39.56,27.33,21.68,0.4446,0.5952,0.4572
167,Ground_Vehicle,1,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0167_ground_vehicle.png,-59.54,22.9,2.11,20.0,0.358,0.2223,76.76,3.673,6.42,0.5471,2.169,5.533,156.96,146.35,130.68,34.87,30.9,25.69,0.6657,0.4846,0.4306
168,Ground_Vehicle,1,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0168_ground_vehicle.png,-47.31,18.47,0.891,10.0,0.675,0.2523,78.99,3.89,6.84,0.5746,2.237,5.678,143.94,137.96,130.47,37.65,33.39,36.69,0.5371,0.5774,0.3055
169,Ground_Vehicle,1,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0169_ground_vehicle.png,-57.3,28.9,1.805,20.0,0.203,0.2899,70.97,2.416,8.49,0.5629,1.63,4.725,122.96,151.04,142.69,38.26,36.66,25.77,0.5543,0.4725,0.4486
170,Ground_Vehicle,1,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0170_ground_vehicle.png,-60.38,18.29,2.095,10.0,1.486,0.2999,81.98,4.504,5.83,0.6764,1.919,5.44,152.6,126.66,129.57,32.34,28.16,33.73,0.846,0.4212,0.4184
171,Ground_Vehicle,1,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0171_ground_vehicle.png,-50.16,21.47,2.093,10.0,1.245,0.3312,85.66,4.264,4.54,0.5773,1.861,5.528,137.22,155.04,134.7,42.79,33.81,32.72,0.6944,0.5099,0.3805
172,Ground_Vehicle,1,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0172_ground_vehicle.png,-57.78,18.15,1.82,10.0,0.652,0.3952,67.27,3.857,5.64,0.5313,1.648,5.634,130.25,152.82,137.25,46.52,28.6,38.3,0.7232,0.4819,0.4704
173,Ground_Vehicle,1,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0173_ground_vehicle.png,-51.98,20.14,0.882,20.0,0.777,0.3275,78.32,3.155,5.28,0.6192,1.891,5.552,126.59,149.12,142.65,34.52,38.08,33.91,0.5461,0.5872,0.5011
174,Ground_Vehicle,1,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0174_ground_vehicle.png,-53.87,15.45,1.796,20.0,1.02,0.2299,78.2,2.566,6.23,0.6218,1.71,5.117,143.93,145.06,133.2,33.3,37.85,31.38,0.6612,0.5152,0.4109
175,Ground_Vehicle,1,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0175_ground_vehicle.png,-59.94,20.87,1.81,20.0,0.965,0.3268,74.46,4.05,7.17,0.6106,1.797,5.062,133.18,126.32,138.62,30.99,30.7,31.93,0.6083,0.5675,0.3916
176,Ground_Vehicle,1,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0176_ground_vehicle.png,-56.36,23.63,1.81,20.0,1.549,0.3559,82.18,2.678,7.71,0.5757,1.841,5.377,129.23,153.16,147.09,42.31,26.78,30.85,0.4458,0.4964,0.3001
177,Ground_Vehicle,1,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0177_ground_vehicle.png,-51.3,21.83,2.104,10.0,1.443,0.1868,78.94,3.389,6.61,0.6437,1.767,5.466,122.54,151.5,134.1,34.56,36.65,25.57,0.6297,0.5401,0.357
178,Ground_Vehicle,1,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0178_ground_vehicle.png,-58.03,20.51,2.098,20.0,1.157,0.2853,80.01,1.858,6.02,0.6102,2.043,5.053,126.81,154.64,139.55,39.29,33.66,37.57,0.4449,0.6292,0.4167
179,Ground_Vehicle,1,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0179_ground_vehicle.png,-53.23,17.41,1.805,10.0,1.472,0.3298,78.95,4.099,7.37,0.6333,1.631,4.827,125.47,141.53,127.32,30.12,39.88,33.42,0.6352,0.5319,0.4011
180,Ground_Vehicle,1,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0180_ground_vehicle.png,-59.05,24.55,0.913,10.0,1.021,0.3322,80.13,3.959,6.95,0.6293,2.097,5.213,129.0,147.77,107.7,39.55,32.45,30.8,0.7024,0.5209,0.4524
181,Ground_Vehicle,1,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0181_ground_vehicle.png,-47.17,21.42,2.086,10.0,0.993,0.1997,74.88,3.258,6.7,0.5368,1.576,5.335,134.4,147.35,139.53,41.13,36.67,38.34,0.5322,0.6136,0.443
182,Ground_Vehicle,1,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0182_ground_vehicle.png,-52.6,22.69,2.102,10.0,1.721,0.2745,66.9,3.291,7.18,0.5244,1.24,5.087,132.11,140.11,145.11,35.27,37.21,37.28,0.6209,0.6996,0.3568
183,Ground_Vehicle,1,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0183_ground_vehicle.png,-59.6,23.33,0.914,20.0,1.207,0.3849,68.78,3.605,5.95,0.5357,1.996,4.962,125.11,149.56,135.41,36.75,32.74,38.47,0.6213,0.7166,0.4281
184,Ground_Vehicle,1,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0184_ground_vehicle.png,-68.0,11.96,2.088,20.0,1.395,0.3732,60.35,4.375,7.29,0.613,1.898,5.287,150.4,146.47,132.6,40.7,38.09,34.57,0.788,0.5196,0.3442
185,Ground_Vehicle,1,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0185_ground_vehicle.png,-53.57,21.82,2.112,10.0,1.87,0.3764,74.89,3.089,7.35,0.4259,1.344,5.317,106.86,124.22,125.44,31.39,35.26,37.56,0.6415,0.4912,0.4877
186,Ground_Vehicle,1,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0186_ground_vehicle.png,-62.57,21.84,0.9,20.0,1.114,0.2477,79.88,3.939,5.94,0.6954,1.988,5.082,116.35,134.9,127.35,36.85,39.04,36.03,0.475,0.5646,0.412
187,Ground_Vehicle,1,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0187_ground_vehicle.png,-37.93,21.25,2.098,10.0,0.532,0.3972,73.29,4.383,5.54,0.5496,1.952,5.237,144.9,132.77,109.0,40.61,31.32,34.53,0.6606,0.4335,0.4725
188,Ground_Vehicle,1,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0188_ground_vehicle.png,-57.4,21.21,1.794,20.0,1.148,0.2705,70.61,2.976,8.96,0.5528,2.367,4.801,142.88,142.76,118.94,32.66,35.92,27.78,0.5969,0.3845,0.4556
189,Ground_Vehicle,1,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0189_ground_vehicle.png,-46.64,22.73,0.901,10.0,1.58,0.372,79.52,3.91,8.68,0.536,1.828,5.189,133.77,127.17,111.0,37.09,32.83,41.54,0.6135,0.5324,0.4747
190,Ground_Vehicle,1,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0190_ground_vehicle.png,-51.59,20.33,1.797,10.0,0.891,0.1861,79.64,3.994,5.59,0.4853,1.935,5.681,121.84,149.44,123.49,39.12,39.42,32.78,0.4549,0.5977,0.4451
191,Ground_Vehicle,1,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0191_ground_vehicle.png,-51.54,21.74,0.906,20.0,1.166,0.2231,77.33,3.857,5.99,0.6206,1.97,4.957,134.67,146.57,119.7,37.83,37.51,27.0,0.6398,0.5756,0.3887
192,Ground_Vehicle,1,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0192_ground_vehicle.png,-57.28,17.17,2.114,10.0,1.856,0.1848,70.35,4.132,6.2,0.5386,2.018,5.006,150.97,153.98,130.26,38.77,39.09,30.77,0.6975,0.6206,0.3724
193,Ground_Vehicle,1,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0193_ground_vehicle.png,-53.08,21.54,1.806,20.0,1.107,0.2883,71.23,3.654,6.39,0.4971,2.126,5.001,125.01,121.65,98.37,38.51,39.97,37.97,0.6066,0.5275,0.3946
194,Ground_Vehicle,1,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0194_ground_vehicle.png,-56.5,25.26,1.79,20.0,1.279,0.1935,63.68,4.98,6.09,0.6269,1.866,5.054,131.88,159.0,112.62,33.07,40.53,25.58,0.7386,0.6125,0.4336
195,Ground_Vehicle,1,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0195_ground_vehicle.png,-57.02,15.64,0.903,20.0,1.606,0.352,74.33,2.886,7.71,0.5346,1.669,4.867,132.62,142.2,114.77,29.68,32.53,27.23,0.6233,0.5753,0.4312
196,Ground_Vehicle,1,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0196_ground_vehicle.png,-52.65,27.35,0.893,10.0,1.273,0.344,72.23,3.581,6.72,0.6342,1.989,5.247,120.27,147.36,119.66,30.42,30.31,31.58,0.7291,0.4824,0.5039
197,Ground_Vehicle,1,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0197_ground_vehicle.png,-48.54,15.43,0.888,20.0,0.984,0.2532,74.62,3.51,4.99,0.5528,1.783,5.422,126.62,160.14,107.06,41.56,34.88,36.3,0.6272,0.6298,0.4006
198,Ground_Vehicle,1,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0198_ground_vehicle.png,-60.59,26.4,1.819,10.0,0.77,0.3411,78.24,4.319,7.53,0.5687,1.713,4.857,121.93,154.55,124.08,40.27,35.07,28.62,0.5215,0.5088,0.4909
199,Ground_Vehicle,1,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0199_ground_vehicle.png,-60.51,29.04,2.104,20.0,1.116,0.2654,63.6,3.436,5.86,0.5375,1.82,5.535,137.49,143.69,116.85,30.6,44.99,28.32,0.7691,0.533,0.4201
200,Ground_Vehicle,1,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0200_ground_vehicle.png,-47.58,25.83,2.117,20.0,1.221,0.284,59.08,4.005,7.24,0.6737,1.931,5.154,148.26,111.71,123.82,31.17,35.83,21.01,0.7388,0.5325,0.4359
201,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0201_civil_aircraft.png,-73.55,18.42,9.389,25.0,10.176,0.1693,85.15,5.537,10.31,0.5022,2.231,5.116,197.88,204.57,238.71,28.06,24.14,24.3,0.5793,0.6494,0.5284
202,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0202_civil_aircraft.png,-63.21,12.8,9.379,25.0,8.61,0.1461,93.91,5.478,9.7,0.6609,2.1,4.667,204.37,223.96,242.11,35.14,18.29,15.45,0.5003,0.7158,0.4161
203,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0203_civil_aircraft.png,-94.55,16.0,2.694,25.0,9.424,0.1141,102.23,5.221,7.0,0.4724,2.342,4.734,193.27,202.95,240.59,27.68,26.97,24.36,0.5744,0.7008,0.5188
204,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0204_civil_aircraft.png,-77.08,14.09,9.439,25.0,9.129,0.193,85.37,2.99,10.38,0.5197,2.63,4.361,210.2,238.69,243.36,31.11,28.03,18.72,0.6484,0.6133,0.5403
205,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0205_civil_aircraft.png,-85.16,9.87,1.088,25.0,11.218,0.2377,98.47,7.743,7.81,0.5554,2.094,4.622,200.88,215.25,236.24,34.87,28.18,25.9,0.5034,0.7014,0.5313
206,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0206_civil_aircraft.png,-77.01,8.46,9.383,50.0,11.064,0.1643,93.74,8.23,10.05,0.5354,2.028,5.057,233.97,228.81,243.97,32.88,26.69,23.65,0.512,0.6155,0.4889
207,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0207_civil_aircraft.png,-77.32,13.14,9.369,25.0,6.302,0.1834,109.16,6.259,11.32,0.5921,2.466,4.687,215.41,217.5,239.98,31.32,27.98,22.12,0.4178,0.7075,0.5442
208,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0208_civil_aircraft.png,-86.18,11.39,9.424,50.0,5.751,0.1403,104.54,7.139,10.51,0.5203,2.232,4.728,215.21,201.8,235.88,26.45,33.44,23.09,0.4091,0.6634,0.4878
209,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0209_civil_aircraft.png,-78.62,11.69,1.056,25.0,6.851,0.1734,105.58,7.582,12.7,0.3838,2.041,5.38,186.99,237.91,241.18,30.74,22.88,23.2,0.6798,0.6471,0.4833
210,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0210_civil_aircraft.png,-72.36,13.33,9.359,50.0,8.585,0.2577,84.44,5.57,6.63,0.4898,2.058,4.322,214.13,222.56,246.37,27.87,27.72,31.38,0.5398,0.6985,0.473
211,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0211_civil_aircraft.png,-70.35,12.08,2.698,25.0,7.051,0.1383,91.68,5.735,8.92,0.4987,3.037,5.46,207.99,224.17,238.11,25.8,27.27,28.08,0.6445,0.7097,0.4194
212,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0212_civil_aircraft.png,-76.88,8.86,9.386,25.0,5.921,0.1985,76.68,7.03,9.37,0.5066,2.368,4.36,180.87,224.69,250.53,23.04,23.79,28.01,0.5687,0.8278,0.5745
213,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0213_civil_aircraft.png,-69.57,11.33,9.389,25.0,8.371,0.2281,100.4,5.95,10.8,0.4783,1.872,4.736,210.35,230.39,244.24,33.34,32.18,23.64,0.5282,0.7272,0.4374
214,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0214_civil_aircraft.png,-72.21,11.49,1.054,25.0,4.485,0.1956,102.26,9.709,9.26,0.4759,1.734,4.417,217.35,227.2,229.2,39.86,29.31,26.84,0.7195,0.7544,0.5569
215,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0215_civil_aircraft.png,-69.61,17.23,1.113,50.0,9.034,0.1405,98.45,3.785,9.68,0.4221,2.187,4.961,212.91,226.72,242.56,25.52,31.92,20.61,0.6276,0.6877,0.5915
216,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0216_civil_aircraft.png,-74.84,11.13,1.127,50.0,10.738,0.1883,94.12,6.845,10.63,0.5588,2.299,4.648,204.31,226.56,245.52,32.2,22.87,24.91,0.4893,0.6899,0.4641
217,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0217_civil_aircraft.png,-72.06,13.01,9.417,25.0,11.519,0.2153,97.9,5.894,10.95,0.5532,2.201,4.956,192.34,222.47,228.0,26.06,30.34,14.32,0.6842,0.7001,0.3997
218,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0218_civil_aircraft.png,-59.41,23.36,1.067,25.0,9.475,0.1458,98.65,5.282,8.51,0.5008,2.049,4.571,198.12,224.23,217.81,29.09,23.65,20.79,0.4979,0.6491,0.4971
219,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0219_civil_aircraft.png,-81.92,16.53,2.715,25.0,7.352,0.2002,95.26,5.822,11.04,0.4294,2.284,4.843,197.23,218.85,232.71,32.55,22.65,29.25,0.5341,0.6231,0.4497
220,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0220_civil_aircraft.png,-68.3,11.72,9.429,25.0,5.933,0.1733,99.33,6.228,8.41,0.5108,2.09,4.444,212.56,220.98,238.79,27.97,27.28,25.64,0.6783,0.6893,0.47
221,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0221_civil_aircraft.png,-79.26,11.16,1.066,25.0,11.777,0.1962,91.61,7.238,10.17,0.4719,2.003,4.566,204.72,221.67,240.31,35.19,25.14,20.65,0.54,0.5484,0.5517
222,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0222_civil_aircraft.png,-74.36,12.82,1.067,25.0,5.609,0.1714,104.56,8.226,11.04,0.4545,2.229,4.69,209.89,226.86,233.29,30.27,19.92,30.77,0.499,0.6534,0.4914
223,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0223_civil_aircraft.png,-67.55,4.07,2.717,25.0,10.024,0.2467,95.12,6.973,8.4,0.4386,2.416,5.005,191.84,216.93,249.61,32.4,26.42,22.61,0.6959,0.5632,0.5064
224,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0224_civil_aircraft.png,-84.52,18.6,9.342,25.0,9.16,0.2126,98.9,5.807,11.14,0.5582,2.753,4.354,204.65,203.83,238.16,29.01,30.51,25.18,0.5899,0.6922,0.6393
225,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0225_civil_aircraft.png,-77.05,10.71,2.699,50.0,9.871,0.1523,102.81,5.679,7.58,0.5319,2.412,4.979,178.78,207.65,247.66,26.31,28.81,19.97,0.5985,0.7059,0.5539
226,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0226_civil_aircraft.png,-68.29,19.47,2.7,25.0,6.797,0.2388,93.1,4.752,10.13,0.4722,2.034,4.338,200.17,219.17,241.94,33.81,30.11,24.24,0.5241,0.6806,0.5864
227,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0227_civil_aircraft.png,-74.18,12.36,2.705,25.0,9.957,0.1641,106.7,5.94,10.02,0.5145,2.736,4.957,210.48,225.66,235.56,28.15,31.08,25.51,0.4458,0.7624,0.5687
228,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0228_civil_aircraft.png,-74.76,13.04,9.402,50.0,7.502,0.181,95.88,5.995,4.76,0.5326,2.163,5.31,205.19,208.11,239.6,25.82,29.89,26.16,0.6166,0.6025,0.512
229,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0229_civil_aircraft.png,-83.87,16.46,9.406,50.0,6.878,0.056,98.9,5.38,9.73,0.6399,2.868,4.747,196.73,225.85,237.04,31.57,25.36,26.0,0.475,0.7211,0.4746
230,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0230_civil_aircraft.png,-70.7,9.57,2.722,50.0,7.137,0.1402,99.75,4.562,8.85,0.5818,2.523,4.805,195.25,226.46,240.16,20.72,31.13,24.9,0.6362,0.5843,0.3194
231,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0231_civil_aircraft.png,-73.19,15.02,2.714,50.0,8.748,0.1198,100.93,6.013,11.24,0.476,2.213,4.517,199.79,201.08,236.91,29.79,27.45,33.6,0.6867,0.6049,0.3874
232,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0232_civil_aircraft.png,-75.64,15.32,1.09,25.0,6.058,0.1504,102.57,7.955,8.61,0.5654,1.764,5.011,196.96,223.07,238.02,35.28,24.5,27.51,0.5176,0.6405,0.499
233,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0233_civil_aircraft.png,-80.5,13.95,1.121,25.0,9.505,0.1834,103.59,7.301,7.73,0.5721,1.968,4.988,211.2,200.89,240.74,28.13,24.96,30.4,0.4877,0.6016,0.5145
234,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0234_civil_aircraft.png,-70.54,13.5,9.402,50.0,10.632,0.1475,95.99,6.485,9.75,0.5228,1.942,5.548,202.64,221.1,244.93,27.45,28.23,22.29,0.5732,0.6334,0.5261
235,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0235_civil_aircraft.png,-81.8,11.1,1.062,25.0,8.07,0.1859,94.35,10.1,11.1,0.4453,2.365,4.605,194.86,206.6,243.46,27.27,31.87,28.98,0.6499,0.5989,0.5385
236,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0236_civil_aircraft.png,-70.89,12.34,1.092,25.0,9.394,0.21,96.78,5.199,9.56,0.4592,1.828,4.798,198.43,217.46,232.27,34.84,25.35,23.27,0.5702,0.5674,0.423
237,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0237_civil_aircraft.png,-72.52,12.44,9.425,25.0,7.812,0.1907,92.24,5.426,11.06,0.5696,2.344,4.393,207.11,230.63,236.99,35.4,33.17,31.65,0.5644,0.6852,0.5949
